Grupa 1:
saab 1.00
bus 1.00
bus 1.00
bus 1.00
saab 1.00
saab 1.00
saab 1.00
opel 1.00
bus 1.00
bus 1.00
opel 1.00
bus 1.00
opel 1.00
bus 1.00
opel 1.00
opel 1.00
saab 1.00
opel 1.00
bus 1.00
bus 1.00
saab 1.00
saab 1.00
saab 1.00
opel 1.00
saab 1.00
bus 1.00
opel 1.00
saab 1.00
opel 1.00
bus 1.00
bus 1.00
saab 1.00
opel 1.00
bus 1.00
saab 1.00
bus 1.00
bus 1.00
saab 1.00
opel 1.00
saab 1.00
saab 1.00
saab 1.00
opel 1.00
opel 1.00
opel 1.00
saab 1.00
opel 1.00
opel 1.00
saab 1.00
bus 1.00
bus 1.00
bus 1.00
saab 1.00
saab 1.00
opel 1.00
bus 1.00
saab 1.00
saab 1.00
opel 1.00
opel 1.00
opel 1.00
saab 1.00
saab 1.00
opel 1.00
saab 1.00
opel 1.00
saab 1.00
opel 1.00
bus 1.00
bus 1.00
opel 1.00
opel 1.00
saab 1.00
saab 1.00
bus 1.00
saab 1.00
saab 1.00
saab 1.00
opel 1.00
opel 1.00
saab 1.00
opel 1.00
opel 1.00
saab 1.00
opel 1.00
opel 1.00
opel 1.00
opel 1.00
bus 1.00
bus 1.00
opel 1.00
saab 1.00
bus 1.00
bus 1.00
opel 1.00
saab 1.00
bus 1.00
opel 1.00
saab 1.00
bus 1.00
saab 1.00
opel 1.00
saab 1.00
saab 1.00
opel 1.00
opel 1.00
bus 1.00
saab 1.00
opel 1.00
bus 1.00
bus 1.00
bus 1.00
opel 1.00
saab 1.00
opel 1.00
bus 1.00
saab 1.00
saab 1.00
bus 1.00
opel 1.00
saab 1.00
opel 1.00
saab 1.00
opel 1.00
opel 1.00
opel 1.00
opel 1.00
saab 1.00
opel 1.00
opel 1.00
opel 1.00
saab 1.00
opel 1.00
opel 1.00
bus 1.00
bus 1.00
saab 1.00
saab 1.00
opel 1.00
opel 1.00
opel 1.00
saab 1.00
saab 1.00
saab 1.00
saab 1.00
saab 1.00
saab 1.00
saab 1.00
saab 1.00
bus 1.00
bus 1.00
saab 1.00
bus 1.00
opel 1.00
saab 1.00
bus 1.00
bus 0.99
opel 0.99
saab 0.99
saab 0.99
saab 0.99
bus 0.99
saab 0.99
saab 0.98
opel 0.98
opel 0.98
saab 0.98
opel 0.98
saab 0.97
opel 0.96
saab 0.95
saab 0.94
opel 0.94
saab 0.91
opel 0.79
saab 0.74
--
Grupa 2:
bus 1.00
van 1.00
van 1.00
van 1.00
van 1.00
opel 1.00
opel 1.00
van 1.00
opel 1.00
bus 1.00
van 1.00
opel 1.00
saab 1.00
bus 1.00
van 1.00
van 1.00
saab 1.00
van 1.00
opel 1.00
van 1.00
opel 1.00
saab 1.00
van 1.00
van 1.00
van 1.00
van 1.00
van 1.00
van 1.00
opel 1.00
van 1.00
van 1.00
van 1.00
opel 1.00
van 1.00
van 1.00
bus 1.00
van 1.00
van 1.00
van 1.00
van 1.00
opel 1.00
saab 1.00
van 1.00
van 1.00
van 1.00
van 1.00
van 1.00
van 1.00
van 1.00
opel 1.00
bus 1.00
van 1.00
van 1.00
van 1.00
van 1.00
opel 1.00
van 1.00
saab 1.00
saab 1.00
van 1.00
opel 1.00
van 1.00
opel 1.00
van 1.00
van 1.00
van 1.00
saab 1.00
van 1.00
van 1.00
van 1.00
saab 1.00
saab 1.00
saab 1.00
opel 1.00
saab 1.00
van 1.00
van 0.99
opel 0.97
opel 0.96
van 0.95
saab 0.92
van 0.89
van 0.86
--
Grupa 3:
van 1.00
van 1.00
van 1.00
saab 1.00
bus 1.00
van 1.00
bus 1.00
bus 1.00
van 1.00
van 1.00
opel 1.00
van 1.00
bus 1.00
bus 1.00
van 1.00
van 1.00
bus 1.00
van 1.00
van 1.00
van 1.00
bus 1.00
opel 1.00
bus 1.00
van 1.00
van 1.00
saab 1.00
bus 1.00
bus 1.00
opel 1.00
bus 1.00
van 1.00
van 1.00
saab 1.00
bus 1.00
bus 1.00
van 1.00
opel 1.00
bus 1.00
van 1.00
van 1.00
opel 1.00
van 1.00
van 1.00
bus 1.00
van 1.00
van 1.00
van 1.00
van 1.00
bus 1.00
van 1.00
van 1.00
van 1.00
bus 1.00
bus 1.00
van 1.00
van 1.00
van 1.00
bus 1.00
van 1.00
van 1.00
bus 1.00
bus 1.00
van 1.00
bus 1.00
van 1.00
van 1.00
bus 1.00
bus 1.00
van 1.00
bus 1.00
bus 1.00
bus 1.00
bus 1.00
opel 1.00
van 1.00
van 1.00
van 1.00
van 1.00
bus 1.00
bus 1.00
van 1.00
van 1.00
bus 1.00
bus 1.00
van 1.00
opel 1.00
van 1.00
bus 1.00
van 1.00
bus 1.00
opel 1.00
van 1.00
van 1.00
bus 1.00
van 1.00
bus 1.00
bus 1.00
van 1.00
saab 1.00
bus 1.00
saab 1.00
bus 1.00
bus 1.00
opel 1.00
van 1.00
bus 1.00
saab 1.00
saab 1.00
bus 1.00
opel 1.00
van 1.00
saab 1.00
bus 1.00
opel 1.00
van 1.00
van 1.00
van 1.00
bus 1.00
bus 1.00
bus 1.00
van 1.00
opel 1.00
bus 1.00
bus 1.00
van 1.00
opel 1.00
van 1.00
bus 1.00
van 1.00
van 1.00
bus 1.00
opel 1.00
bus 1.00
van 1.00
saab 1.00
van 1.00
bus 1.00
opel 1.00
saab 1.00
van 1.00
saab 1.00
bus 1.00
van 1.00
van 1.00
van 1.00
bus 1.00
bus 1.00
bus 1.00
opel 1.00
bus 1.00
van 1.00
van 1.00
bus 1.00
van 1.00
opel 1.00
bus 1.00
bus 1.00
saab 1.00
saab 1.00
van 1.00
van 1.00
bus 1.00
van 1.00
opel 1.00
opel 1.00
van 1.00
saab 1.00
bus 1.00
bus 1.00
saab 1.00
bus 1.00
bus 1.00
van 1.00
opel 1.00
saab 1.00
bus 1.00
van 1.00
saab 1.00
bus 1.00
van 1.00
bus 1.00
saab 1.00
bus 1.00
bus 1.00
van 1.00
bus 1.00
bus 1.00
bus 1.00
van 1.00
bus 1.00
bus 1.00
van 1.00
bus 1.00
van 1.00
van 1.00
van 1.00
van 1.00
van 1.00
opel 1.00
van 1.00
saab 1.00
opel 1.00
bus 1.00
opel 1.00
bus 1.00
bus 1.00
opel 1.00
opel 1.00
saab 1.00
van 1.00
van 1.00
van 1.00
van 1.00
saab 1.00
bus 1.00
opel 1.00
bus 1.00
bus 1.00
bus 1.00
van 1.00
bus 1.00
saab 1.00
saab 1.00
van 1.00
saab 1.00
saab 1.00
saab 1.00
van 1.00
bus 1.00
van 1.00
bus 1.00
bus 1.00
opel 1.00
saab 1.00
bus 1.00
opel 1.00
van 1.00
bus 1.00
bus 1.00
opel 1.00
van 1.00
opel 1.00
opel 1.00
van 1.00
bus 1.00
van 1.00
saab 1.00
opel 1.00
opel 0.99
saab 0.99
van 0.99
opel 0.99
opel 0.99
van 0.99
bus 0.99
van 0.99
saab 0.99
opel 0.99
van 0.98
opel 0.98
saab 0.98
saab 0.97
saab 0.97
bus 0.96
bus 0.95
van 0.94
van 0.83
saab 0.79
saab 0.79
saab 0.63
--
Grupa 4:
bus 1.00
saab 1.00
saab 1.00
saab 1.00
bus 1.00
opel 1.00
opel 1.00
opel 1.00
bus 1.00
saab 1.00
saab 1.00
saab 1.00
opel 1.00
opel 1.00
bus 1.00
opel 1.00
opel 1.00
bus 1.00
bus 1.00
bus 1.00
saab 1.00
opel 1.00
bus 1.00
saab 1.00
bus 1.00
opel 1.00
bus 1.00
saab 1.00
opel 1.00
opel 1.00
bus 1.00
saab 1.00
bus 1.00
saab 1.00
opel 1.00
bus 1.00
opel 1.00
opel 1.00
bus 1.00
opel 1.00
opel 1.00
opel 1.00
saab 1.00
saab 1.00
bus 1.00
opel 1.00
saab 1.00
bus 1.00
opel 1.00
opel 1.00
saab 1.00
opel 1.00
opel 1.00
saab 1.00
opel 1.00
bus 1.00
opel 1.00
opel 1.00
opel 1.00
opel 1.00
saab 1.00
opel 1.00
opel 1.00
saab 1.00
opel 1.00
bus 1.00
saab 1.00
bus 1.00
saab 1.00
bus 1.00
saab 1.00
opel 1.00
saab 1.00
saab 1.00
saab 1.00
saab 1.00
saab 1.00
opel 1.00
opel 1.00
opel 1.00
saab 1.00
opel 1.00
opel 1.00
saab 1.00
saab 1.00
saab 1.00
opel 1.00
saab 1.00
bus 1.00
saab 1.00
saab 1.00
saab 1.00
opel 1.00
opel 1.00
saab 1.00
opel 1.00
saab 1.00
opel 1.00
opel 1.00
opel 1.00
bus 1.00
saab 1.00
saab 1.00
opel 1.00
saab 1.00
saab 1.00
opel 1.00
bus 1.00
opel 1.00
saab 1.00
opel 1.00
opel 1.00
opel 1.00
bus 1.00
opel 1.00
saab 1.00
opel 1.00
saab 1.00
opel 1.00
opel 1.00
saab 1.00
saab 1.00
opel 1.00
saab 1.00
saab 1.00
saab 1.00
bus 1.00
saab 0.99
saab 0.94
